0002;370986,131;2229014,831;249,241;21.04.22, 08:07:26.759;;0,0085;0,0040;0,0075
0003;370944,669;2229014,391;247,825;21.04.22, 08:07:27.48;;0,0094;0,0044;0,0083
0004;370904,247;2229014,263;246,455;21.04.22, 08:07:29.08;;0,0094;0,0044;0,0083
0005;370863,802;2229015,229;245,926;21.04.22, 08:07:31.68;;0,0103;0,0048;0,0091
0006;370823,051;2229016,097;245,293;21.04.22, 08:07:32.291;;0,0110;0,0051;0,0097
0007;370782,333;2229017,529;244,341;21.04.22, 08:07:34.888;;0,0108;0,0050;0,0096
0008;370746,258;2229017,849;243,959;21.04.22, 08:07:35.29;;0,0109;0,0051;0,0097
0009;370705,631;2229017,932;244,589;21.04.22, 08:07:37.88;;0,0103;0,0048;0,0091
0010;370665,835;2229018,413;244,688;21.04.22, 08:07:38.48;;0,0103;0,0048;0,0091
0011;370625,845;2229019,070;243,857;21.04.22, 08:07:40.083;;0,0100;0,0047;0,0089
0012;370585,648;2229019,420;242,628;21.04.22, 08:07:42.679;;0,0098;0,0046;0,0087
0013;370544,716;2229020,047;242,973;21.04.22, 08:07:43.296;;0,0108;0,0051;0,0096
0014;370505,355;2229020,361;243,466;21.04.22, 08:07:45.875;;0,0072;0,0034;0,0064
0015;370465,638;2229020,928;244,359;21.04.22, 08:07:46.481;;0,0102;0,0048;0,0090
0016;370426,570;2229021,174;244,520;21.04.22, 08:07:48.083;;0,0103;0,0048;0,0091
0017;370387,743;2229021,564;244,638;21.04.22, 08:07:50.679;;0,0101;0,0047;0,0089
0018;370348,542;2229021,968;244,791;21.04.22, 08:07:51.293;;0,0108;0,0050;0,0095
0019;370310,228;2229021,997;245,467;21.04.22, 08:07:53.879;;0,0099;0,0046;0,0088
0020;370271,925;2229022,266;246,243;21.04.22, 08:07:54.48;;0,0100;0,0047;0,0088
0021;370234,103;2229022,320;246,405;21.04.22, 08:07:56.081;;0,0090;0,0042;0,0079
0022;370196,329;2229022,652;246,570;21.04.22, 08:07:58.675;;0,0086;0,0040;0,0077
0023;370157,959;2229022,664;246,979;21.04.22, 08:07:59.296;;0,0098;0,0046;0,0086
0024;370120,861;2229023,035;248,318;21.04.22, 08:08:01.879;;0,0099;0,0046;0,0087
0025;370083,970;2229023,414;249,128;21.04.22, 08:08:02.479;;0,0099;0,0046;0,0087
0026;370046,955;2229023,076;249,053;21.04.22, 08:08:04.079;;0,0099;0,0046;0,0087
0027;370009,847;2229023,276;247,765;21.04.22, 08:08:06.674;;0,0095;0,0045;0,0084
0028;369971,803;2229023,602;245,053;21.04.22, 08:08:07.298;;0,0109;0,0051;0,0097
0029;369934,394;2229023,818;242,431;21.04.22, 08:08:09.88;;0,0099;0,0046;0,0087
0030;369896,827;2229023,956;241,422;21.04.22, 08:08:10.48;;0,0101;0,0047;0,0090
0031;369859,476;2229024,723;241,476;21.04.22, 08:08:12.079;;0,0101;0,0047;0,0090
0032;369822,254;2229024,052;241,424;21.04.22, 08:08:14.679;;0,0101;0,0047;0,0090
0033;369784,675;2229024,062;241,728;21.04.22, 08:08:15.299;;0,0115;0,0053;0,0101
0034;369747,877;2229024,506;241,488;21.04.22, 08:08:17.879;;0,0102;0,0048;0,0090
0035;369710,537;2229024,379;241,612;21.04.22, 08:08:18.483;;0,0104;0,0049;0,0092
0036;369673,433;2229024,270;242,126;21.04.22, 08:08:20.08;;0,0096;0,0045;0,0085
0037;369636,534;2229024,983;242,251;21.04.22, 08:08:22.683;;0,0098;0,0046;0,0087
0038;369598,704;2229025,110;242,856;21.04.22, 08:08:23.296;;0,0106;0,0049;0,0094
0039;369562,002;2229025,317;244,751;21.04.22, 08:08:25.881;;0,0072;0,0033;0,0063
0040;369525,457;2229025,309;245,076;21.04.22, 08:08:26.475;;0,0097;0,0045;0,0086
0041;369487,828;2229025,851;244,878;21.04.22, 08:08:28.08;;0,0100;0,0047;0,0088
0042;369451,023;2229026,061;246,370;21.04.22, 08:08:30.681;;0,0101;0,0047;0,0089
0043;369410,569;2229026,987;246,501;21.04.22, 08:08:31.483;;0,0101;0,0047;0,0089
0044;369373,549;2229026,583;245,497;21.04.22, 08:08:33.08;;0,0099;0,0046;0,0088
0045;369334,995;2229027,150;245,286;21.04.22, 08:08:35.68;;0,0099;0,0046;0,0088
0046;369297,063;2229026,424;247,347;21.04.22, 08:08:36.298;;0,0098;0,0046;0,0087
0047;369260,917;2229027,191;247,455;21.04.22, 08:08:38.88;;0,0088;0,0041;0,0078
0048;369223,031;2229026,677;245,543;21.04.22, 08:08:39.479;;0,0088;0,0041;0,0078
0049;369182,200;2229026,846;245,063;21.04.22, 08:08:41.084;;0,0088;0,0041;0,0078
0050;369142,384;2229028,232;248,999;21.04.22, 08:08:43.68;;0,0086;0,0040;0,0076
0051;369104,204;2229027,733;250,931;21.04.22, 08:08:44.295;;0,0094;0,0044;0,0083
0052;369066,010;2229028,264;249,212;21.04.22, 08:08:46.883;;0,0094;0,0044;0,0084
0053;369025,797;2229028,248;248,504;21.04.22, 08:08:47.484;;0,0095;0,0044;0,0084
0054;368985,508;2229028,399;249,273;21.04.22, 08:08:49.082;;0,0094;0,0044;0,0083
0055;368945,733;2229027,361;249,957;21.04.22, 08:08:51.683;;0,0089;0,0041;0,0079
0056;368905,393;2229027,905;248,031;21.04.22, 08:08:52.299;;0,0097;0,0045;0,0086
0057;368865,636;2229027,582;247,549;21.04.22, 08:08:54.879;;0,0087;0,0041;0,0077
0058;368824,916;2229027,703;248,814;21.04.22, 08:08:55.483;;0,0089;0,0041;0,0079
0059;368784,655;2229028,187;248,544;21.04.22, 08:08:57.083;;0,0088;0,0041;0,0078
0060;368744,117;2229029,014;247,728;21.04.22, 08:08:59.682;;0,0088;0,0041;0,0078
0061;368703,587;2229028,756;247,996;21.04.22, 08:09:00.298;;0,0097;0,0045;0,0085
0062;368664,589;2229029,313;246,538;21.04.22, 08:09:02.883;;0,0089;0,0041;0,0078
0063;368624,978;2229029,520;244,517;21.04.22, 08:09:03.483;;0,0088;0,0041;0,0078
0064;368585,352;2229029,064;245,775;21.04.22, 08:09:05.08;;0,0101;0,0047;0,0089
0065;368547,507;2229029,577;246,613;21.04.22, 08:09:07.683;;0,0103;0,0048;0,0091
0066;368508,998;2229030,605;244,437;21.04.22, 08:09:08.295;;0,0111;0,0052;0,0098
0067;368469,285;2229030,376;242,333;21.04.22, 08:09:10.883;;0,0070;0,0033;0,0062
0068;368428,484;2229031,440;241,660;21.04.22, 08:09:11.482;;0,0091;0,0042;0,0080
0069;368388,454;2229030,937;242,638;21.04.22, 08:09:13.081;;0,0090;0,0042;0,0079
0070;368349,861;2229031,838;243,690;21.04.22, 08:09:15.683;;0,0091;0,0042;0,0080
0071;368310,290;2229031,739;240,807;21.04.22, 08:09:16.294;;0,0090;0,0042;0,0080
0072;368274,274;2229030,973;240,169;21.04.22, 08:09:18.683;;0,0084;0,0039;0,0075
0073;368234,339;2229032,128;244,128;21.04.22, 08:09:19.294;;0,0090;0,0042;0,0080
0074;368197,748;2229032,346;245,816;21.04.22, 08:09:21.883;;0,0067;0,0031;0,0060
0075;368160,520;2229032,024;244,096;21.04.22, 08:09:22.48;;0,0066;0,0031;0,0059
0076;368121,218;2229032,348;242,226;21.04.22, 08:09:24.083;;0,0067;0,0031;0,0060
0077;368082,634;2229032,053;243,881;21.04.22, 08:09:26.678;;0,0078;0,0037;0,0069
0078;368045,931;2229032,380;244,823;21.04.22, 08:09:27.299;;0,0088;0,0041;0,0078
0079;368006,131;2229032,380;243,092;21.04.22, 08:09:29.08;;0,0079;0,0037;0,0070
0080;367969,375;2229032,457;241,051;21.04.22, 08:09:31.683;;0,0075;0,0035;0,0066
0081;367932,257;2229032,500;240,697;21.04.22, 08:09:32.293;;0,0080;0,0037;0,0070
0082;367892,934;2229033,216;240,178;21.04.22, 08:09:34.078;;0,0073;0,0034;0,0065
0083;367853,124;2229032,095;236,994;21.04.22, 08:09:36.883;;0,0074;0,0035;0,0066
0084;367816,531;2229032,967;235,752;21.04.22, 08:09:37.48;;0,0073;0,0034;0,0065
0085;367780,389;2229033,240;237,008;21.04.22, 08:09:39.086;;0,0076;0,0035;0,0067
